,task,seed,algorithm,K,num_atoms,num_contrastive_parameters,gamma,extra_theta_factor,hidden_features,num_blocks,AVG_LOG_RATIO,RT,C2ST_Z-01,MMD-01,MEDDIST-01,NLTP-01,C2ST_Z-02,MMD-02,MEDDIST-02,NLTP-02,C2ST_Z-03,MMD-03,MEDDIST-03,NLTP-03,C2ST_Z-04,MMD-04,MEDDIST-04,NLTP-04,C2ST_Z-05,MMD-05,MEDDIST-05,NLTP-05,C2ST_Z-06,MMD-06,MEDDIST-06,NLTP-06,C2ST_Z-07,MMD-07,MEDDIST-07,NLTP-07,C2ST_Z-08,MMD-08,MEDDIST-08,NLTP-08,C2ST_Z-09,MMD-09,MEDDIST-09,NLTP-09,C2ST_Z-10,MMD-10,MEDDIST-10,NLTP-10,NLTP,num_simulations_simulator,path,folder,reuse
0,slcp,3452559547,NRE-B,200,200,200,,False,50,2,90.51701,46.326411946614584,0.9116,0.039682746,19.59639,,0.90715,0.08397257,23.032196,,0.86175,0.08927858,25.386993,,0.9236,0.07305765,3.1080875,,0.81015,0.021975994,23.606983,,0.77635,0.007318139,11.107259,,0.95885,0.036024332,30.133,,0.947,0.011378884,24.636583,,0.85405,0.03944707,9.843142,,0.90125,0.15389729,1.6614478,,,22528.0,/home/ben/sci/cnre/infinite/bench/23-21-06/15,15,
1,two_moons,2506946343,NRE-B,100,100,100,,False,50,2,51.156143,13.589325968424479,0.53185,0.0011628866,0.08960075,,0.52805,0.0010957718,0.08898756,,0.5786,0.0011806488,0.08914961,,0.54725,0.0054246783,0.0903869,,0.50645,-3.874302e-05,0.09182509,,0.55195,0.0011380911,0.09175742,,0.63185,0.0014569759,0.09106192,,0.60575,0.0015138388,0.09070933,,0.5172,0.00023639202,0.09116166,,0.60565,0.0023032427,0.08755736,,,22528.0,/home/ben/sci/cnre/infinite/bench/23-21-06/5,5,
2,gaussian_mixture,2150285529,NRE-B,150,150,150,,False,50,2,-40.887466,18.687957763671875,0.724,0.06843197,0.8478006,,0.6989,0.06762278,0.32086545,,0.72065,0.0735513,0.6233386,,0.7093,0.07242322,0.61470103,,0.6991,0.06748569,0.610355,,0.726,0.0768801,0.19482704,,0.7162,0.07333422,0.39043573,,0.71265,0.074519515,0.6079558,,0.724,0.07713139,0.19584253,,0.7002,0.053061843,0.63639545,,,22528.0,/home/ben/sci/cnre/infinite/bench/23-21-06/22,22,
3,slcp,4170391141,NRE-B,10,10,10,,False,50,2,-51.371765,25.169769287109375,0.92885,0.033300877,20.337517,,0.8238,0.018436432,22.204603,,0.9279,0.11280918,24.883305,,0.93005,0.16446108,3.3070917,,0.87695,0.13417125,22.997334,,0.8133,0.017205477,11.040034,,0.9546,0.19187248,30.03901,,0.91775,0.053360462,24.068935,,0.84405,0.030948043,9.438078,,0.91305,0.078071,1.8416796,,,22528.0,/home/ben/sci/cnre/infinite/bench/23-21-06/9,9,
4,slcp,1472090701,NRE-B,25,25,25,,False,50,2,54.332386,19.98249715169271,0.9019,0.110388994,19.842731,,0.89305,0.19679129,23.586887,,0.83745,0.10773361,25.275677,,0.93235,0.16248292,3.0643861,,0.88125,0.093428135,21.764744,,0.8432,0.07878876,10.328217,,0.9648,0.21190798,29.197844,,0.9411,0.07520735,25.717943,,0.82675,0.029681683,9.632595,,0.8955,0.04835975,1.8458843,,,22528.0,/home/ben/sci/cnre/infinite/bench/23-21-06/10,10,
5,two_moons,1791939608,NRE-B,10,10,10,,False,50,2,-77.28429,9.598942057291667,0.5346,0.00033903122,0.08754845,,0.544,0.0030822754,0.08906719,,0.6186,0.0006840229,0.088389136,,0.52105,0.0007417202,0.091349244,,0.6197,0.0018800497,0.091066085,,0.63395,0.00022780895,0.09281464,,0.64545,0.0030094385,0.092588514,,0.62245,0.0019055605,0.09115242,,0.61845,0.0041084886,0.08989939,,0.64025,0.0043002367,0.08763575,,,22528.0,/home/ben/sci/cnre/infinite/bench/23-21-06/1,1,
6,gaussian_mixture,1798623530,NRE-B,25,25,25,,False,50,2,-45.836494,13.064818318684896,0.7722,0.041691065,0.8320012,,0.7367,0.06892359,0.9721489,,0.71685,0.073488235,0.8199084,,0.71935,0.07370627,0.2975182,,0.72045,0.06180513,0.3183244,,0.721,0.07386601,0.61199355,,0.7168,0.072279334,0.61641204,,0.71755,0.06751275,0.42290318,,0.73665,0.07694638,0.3171114,,0.76815,0.05911684,0.46488416,,,22528.0,/home/ben/sci/cnre/infinite/bench/23-21-06/18,18,
7,gaussian_mixture,1923524166,NRE-B,100,100,100,,False,50,2,19.713264,494.53089192708336,0.7759,0.18269336,1.395995,,0.74835,0.09083307,1.1021314,,0.7396,0.099763274,1.5436207,,0.9866,0.5863889,7.8100395,,0.75235,0.10146147,1.2421608,,0.7368,0.082973,1.4079701,,0.73535,0.07385123,1.3752865,,0.7363,0.07475865,1.4907361,,0.7353,0.08880615,1.3708477,,0.77055,0.16761327,1.2649964,,,22528.0,/home/ben/sci/cnre/infinite/bench/23-21-06/21,21,
8,gaussian_mixture,3715866348,NRE-B,10,10,10,,False,50,2,-16.591198,12.667088826497396,0.85445,0.107563734,0.4236697,,0.716,0.07019174,0.39237142,,0.70405,0.07303679,0.29227084,,0.78055,0.07824147,0.42838594,,0.6956,0.056482434,0.29948127,,0.74865,0.076945424,0.41464424,,0.7231,0.07424009,0.28124285,,0.7644,0.07792723,0.63020074,,0.72495,0.0764724,0.3177743,,0.808,0.075398326,1.0602107,,,22528.0,/home/ben/sci/cnre/infinite/bench/23-21-06/17,17,
9,two_moons,1058260500,NRE-B,75,75,75,,False,50,2,22.012691,12.388741048177083,0.51155,0.00021660328,0.09056805,,0.53075,0.00093853474,0.090894006,,0.58035,0.0008485317,0.09283521,,0.5758,0.0011581182,0.09028618,,0.5892,0.0011320114,0.09439112,,0.5456,0.0040813684,0.09036675,,0.6176,0.0018165112,0.08935046,,0.5931,0.006300926,0.08850489,,0.54715,0.00058567524,0.09020425,,0.60395,0.0030635595,0.09246083,,,22528.0,/home/ben/sci/cnre/infinite/bench/23-21-06/4,4,
10,two_moons,2034962323,NRE-B,2,2,2,,False,50,2,-40.303825,9.186332194010417,0.6318,0.037514687,0.090490595,,0.60325,0.031564355,0.08960353,,0.5821,0.000685215,0.08995834,,0.6073,0.0750438,0.09097041,,0.6056,0.030710816,0.09328413,,0.59535,0.030657649,0.08926813,,0.5929,0.011179566,0.08936784,,0.58175,0.015100002,0.08897104,,0.58945,0.024796546,0.088612914,,0.6566,0.009928703,0.09111694,,,22528.0,/home/ben/sci/cnre/infinite/bench/23-21-06/0,0,
11,gaussian_mixture,2077287113,NRE-B,200,200,200,,False,50,2,15.934004,20.027650960286458,0.7747,0.17184752,1.3123802,,0.7496,0.10217935,1.3917097,,0.7384,0.10025662,1.4887636,,0.73245,0.06527746,1.1758213,,0.75155,0.10760063,1.2615616,,0.7363,0.07645202,1.4278524,,0.73935,0.09527683,1.4504193,,0.74445,0.08960569,1.2556294,,0.73745,0.09963113,1.5526246,,0.76915,0.17031217,1.1847825,,,22528.0,/home/ben/sci/cnre/infinite/bench/23-21-06/23,23,
12,slcp,3458725933,NRE-B,100,100,100,,False,50,2,77.737175,26.775054931640625,0.9268,0.16967523,19.713459,,0.8417,0.061699748,22.750187,,0.8466,0.11725414,27.309082,,0.91325,0.07911676,3.526536,,0.86175,0.1439066,22.621698,,0.8163,0.02807331,11.475265,,0.9597,0.12855816,30.30006,,0.94045,0.12254226,23.610825,,0.84575,0.07406628,10.450106,,0.856,0.037620664,2.010943,,,22528.0,/home/ben/sci/cnre/infinite/bench/23-21-06/13,13,
13,gaussian_mixture,2223478355,NRE-B,2,2,2,,False,50,2,-14.793827,9.531910196940105,0.77835,0.19510448,1.2833128,,0.75085,0.112580895,1.3816184,,0.73575,0.079903066,1.2824248,,0.7364,0.08246213,1.4267714,,0.7465,0.09394622,1.2313529,,0.7342,0.07096636,1.1923692,,0.7376,0.0873521,1.2940788,,0.7413,0.09001082,1.3424163,,0.73015,0.077555895,1.2630476,,0.76995,0.18019652,1.1666901,,,22528.0,/home/ben/sci/cnre/infinite/bench/23-21-06/16,16,
14,slcp,471141496,NRE-B,50,50,50,,False,50,2,72.98702,26.006660970052085,0.8911,0.102118015,18.987358,,0.8522,0.06501961,22.480473,,0.87525,0.04708886,26.389305,,0.91515,0.04468882,3.1500936,,0.848,0.07444656,23.814438,,0.80815,0.016639948,11.4656725,,0.96135,0.1555947,30.05773,,0.95575,0.0137171745,23.914804,,0.86165,0.03768754,8.614889,,0.88695,0.059193432,2.111436,,,22528.0,/home/ben/sci/cnre/infinite/bench/23-21-06/11,11,
15,gaussian_mixture,1736294656,NRE-B,75,75,75,,False,50,2,-3.0997388,14.325620524088542,0.75315,0.09441078,0.35530844,,0.7034,0.06888878,0.31185475,,0.71865,0.073744774,0.26270837,,0.7327,0.075255275,0.4344126,,0.7371,0.07080054,0.47450197,,0.72255,0.07438958,0.3954509,,0.7967,0.08160353,0.84931827,,0.7289,0.07348323,0.6352622,,0.72275,0.07725048,0.6175458,,0.7406,0.061184406,0.44639683,,,22528.0,/home/ben/sci/cnre/infinite/bench/23-21-06/20,20,
16,two_moons,3188321595,NRE-B,200,200,200,,False,50,2,42.388744,20.086942545572917,0.54435,0.00027906895,0.091768056,,0.5654,8.1419945e-05,0.091935165,,0.57825,0.00036251545,0.09327554,,0.53325,0.0006545782,0.08778606,,0.5766,0.015432954,0.09098372,,0.53575,0.00021910667,0.0890621,,0.5984,0.0003079176,0.08676836,,0.5868,0.0008352995,0.0893353,,0.5726,0.0067427754,0.08961408,,0.6137,0.0082342625,0.091635406,,,22528.0,/home/ben/sci/cnre/infinite/bench/23-21-06/7,7,
17,two_moons,4254793575,NRE-B,50,50,50,,False,50,2,7.6580114,10.8779541015625,0.5974,0.033488512,0.09227404,,0.5643,0.013284683,0.09369168,,0.58205,0.0019476414,0.08963407,,0.5689,0.0059795976,0.09009582,,0.59795,0.019432783,0.09162556,,0.54305,0.00059843063,0.08933142,,0.62855,0.00070381165,0.08967906,,0.6095,0.00034976006,0.08878131,,0.5811,0.002454877,0.09306817,,0.64005,0.013759851,0.09269267,,,22528.0,/home/ben/sci/cnre/infinite/bench/23-21-06/3,3,
18,slcp,1798224293,NRE-B,2,2,2,,False,50,2,-288.36777,21.27330118815104,0.9604,0.076019526,19.537647,,0.8515,0.06880832,22.801071,,0.83855,0.07008779,25.385864,,0.94885,0.18495643,2.8037207,,0.8479,0.07963216,22.725815,,0.83175,0.036503553,11.176775,,0.9819,0.22446835,31.042526,,0.9335,0.0381943,24.035889,,0.9006,0.08082771,8.196386,,0.91925,0.09853816,2.0146182,,,22528.0,/home/ben/sci/cnre/infinite/bench/23-21-06/8,8,
19,slcp,697031334,NRE-B,75,75,75,,False,50,2,76.14755,28.161623128255208,0.89155,0.055477977,18.993252,,0.8557,0.046063423,23.543919,,0.8781,0.10981679,27.08464,,0.91815,0.029078364,3.0373383,,0.8557,0.054914117,23.597782,,0.81215,0.022089839,11.480402,,0.96145,0.14447594,29.804337,,0.9353,0.14626348,23.962627,,0.79655,0.029376626,9.353278,,0.93715,0.16377819,1.4282563,,,22528.0,/home/ben/sci/cnre/infinite/bench/23-21-06/12,12,
20,slcp,3839055561,NRE-B,150,150,150,,False,50,2,68.90233,34.313716634114584,0.89675,0.05179739,19.552612,,0.82615,0.039641976,22.998037,,0.8131,0.057363033,26.465656,,0.9198,0.058027983,2.9226084,,0.9046,0.103816986,22.551876,,0.803,0.01407361,11.610291,,0.94175,0.042546153,29.343197,,0.92555,0.06647754,23.102446,,0.8221,0.023100615,9.392174,,0.915,0.22125441,1.8137393,,,22528.0,/home/ben/sci/cnre/infinite/bench/23-21-06/14,14,
21,two_moons,3047233097,NRE-B,150,150,150,,False,50,2,27.33272,16.966766357421875,0.54685,0.0021915436,0.08932364,,0.55445,0.003839612,0.09070048,,0.5478,0.0009896755,0.08646294,,0.5407,0.0072610974,0.09259042,,0.56445,0.00073873997,0.09162904,,0.53325,0.0011874437,0.09205523,,0.59225,0.000233531,0.089151695,,0.58555,0.0048447847,0.08960022,,0.5433,0.002971828,0.08772369,,0.59225,0.0023901463,0.08822274,,,22528.0,/home/ben/sci/cnre/infinite/bench/23-21-06/6,6,
22,gaussian_mixture,621788554,NRE-B,50,50,50,,False,50,2,21.469477,10.733754475911459,0.77645,0.19565064,1.2178246,,0.75095,0.08779067,1.4529595,,0.73615,0.08852565,1.5170453,,0.74,0.08552295,1.4854176,,0.7512,0.1114676,1.5145211,,0.7337,0.07678419,1.33534,,0.7362,0.084622204,1.2633188,,0.7483,0.10482144,1.3999516,,0.73665,0.09195429,1.5616112,,0.76905,0.14327556,1.0741793,,,22528.0,/home/ben/sci/cnre/infinite/bench/23-21-06/19,19,
23,two_moons,3101371945,NRE-B,25,25,25,,False,50,2,-24.263836,9.818088785807292,0.50505,-3.2782555e-05,0.089123845,,0.53535,0.004395008,0.08838677,,0.5998,0.009366989,0.08679591,,0.55195,0.000831902,0.08992809,,0.5443,0.0027803183,0.089947954,,0.54265,0.0014609098,0.08829189,,0.632,2.3245811e-05,0.09050299,,0.62225,0.0005221367,0.090294324,,0.5659,0.010446012,0.088852614,,0.64025,0.008517265,0.08685028,,,22528.0,/home/ben/sci/cnre/infinite/bench/23-21-06/2,2,
24,slcp,821249004,NRE-B,200,200,200,,False,128,3,14.714512,58.39656168619792,0.95635,0.043433785,19.867506,,0.8797,0.018517017,23.336494,,0.90315,0.088075995,25.118494,,0.9559,0.20569897,3.0840716,,0.9502,0.12074828,22.65651,,0.87415,0.036449313,10.611671,,0.96525,0.09281635,29.578606,,0.95855,0.08260822,26.417145,,0.8487,0.025715828,10.841286,,0.9338,0.1638267,1.8027607,,,22528.0,/home/ben/sci/cnre/infinite/bench/18-09-38/15,15,
25,two_moons,2212093278,NRE-B,100,100,100,,False,128,3,13.438337,28.958976236979165,0.49895,9.024143e-05,0.090703756,,0.5752,0.003863573,0.0925448,,0.57625,0.0028893948,0.09142688,,0.5117,0.00031530857,0.09234606,,0.5727,0.003912449,0.09644809,,0.5738,3.361702e-05,0.09183623,,0.6081,0.00064337254,0.090392515,,0.6042,0.0009022951,0.0894153,,0.55435,0.011483669,0.09193196,,0.6076,0.016853094,0.08821611,,,22528.0,/home/ben/sci/cnre/infinite/bench/18-09-38/5,5,
26,gaussian_mixture,982202947,NRE-B,150,150,150,,False,128,3,-7.9800577,42.3205078125,0.70115,0.06509948,0.3082114,,0.70545,0.07353306,0.6128813,,0.72735,0.07708311,0.28089297,,0.72195,0.074917555,0.8094773,,0.7012,0.06552839,0.2804404,,0.72855,0.07658911,0.28842247,,0.72435,0.07794356,0.35128623,,0.71475,0.07603085,0.83945507,,0.72685,0.07777345,0.30154544,,0.73405,0.07135117,0.99254405,,,22528.0,/home/ben/sci/cnre/infinite/bench/18-09-38/22,22,
27,slcp,2954483711,NRE-B,10,10,10,,False,128,3,-1.4762393,31.95181681315104,0.93245,0.06091726,19.716545,,0.9308,0.28743207,22.881184,,0.9687,0.25275064,24.251228,,0.93695,0.03459692,3.0445142,,0.8734,0.09240222,23.552006,,0.8486,0.060800195,10.720221,,0.96855,0.20739341,30.845234,,0.92805,0.19563282,24.561752,,0.8832,0.13746178,8.816477,,0.9316,0.048707604,1.3910185,,,22528.0,/home/ben/sci/cnre/infinite/bench/18-09-38/9,9,
28,slcp,3607465474,NRE-B,25,25,25,,False,128,3,8.688253,27.474446614583332,0.953,0.01186502,20.628902,,0.92645,0.029709697,22.699059,,0.88625,0.11476338,26.354713,,0.9669,0.06203413,2.2425685,,0.9056,0.048903584,22.18415,,0.8663,0.03127587,11.327146,,0.9679,0.057583332,29.918001,,0.94565,0.11114776,25.082115,,0.8741,0.027260303,10.972482,,0.9344,0.14943981,2.2343192,,,22528.0,/home/ben/sci/cnre/infinite/bench/18-09-38/10,10,
29,two_moons,2365317173,NRE-B,10,10,10,,False,128,3,-10.869095,10.737244669596354,0.58955,0.013358235,0.09036288,,0.58695,0.010378957,0.09030581,,0.60315,0.0070738792,0.089627415,,0.6008,0.009587884,0.08995585,,0.59275,0.02418518,0.09092666,,0.6016,0.0048673153,0.093025655,,0.6655,0.002052784,0.092360154,,0.6544,0.0028352737,0.09107202,,0.57125,0.013254046,0.08992193,,0.6256,0.010675669,0.09113975,,,22528.0,/home/ben/sci/cnre/infinite/bench/18-09-38/1,1,
30,gaussian_mixture,436174880,NRE-B,25,25,25,,False,128,3,20.578197,13.165872192382812,0.77515,0.20047611,1.4163327,,0.74915,0.103426516,1.3108509,,0.73635,0.08429879,1.4746537,,0.73395,0.07403892,1.2902949,,0.74895,0.11162859,1.4788893,,0.73855,0.08935881,1.4059709,,0.74745,0.108164966,1.5035856,,0.74685,0.11665243,1.6035554,,0.73855,0.09540933,1.4220045,,0.7794,0.20330483,1.4267031,,,22528.0,/home/ben/sci/cnre/infinite/bench/18-09-38/18,18,
31,gaussian_mixture,1552987145,NRE-B,100,100,100,,False,128,3,29.9794,31.076932779947917,0.734,0.060399532,0.40338153,,0.69265,0.07071221,0.6173809,,0.7397,0.07656479,0.41099417,,0.78985,0.08503747,0.3541803,,0.71295,0.07650256,0.42144674,,0.7419,0.080574036,0.20640153,,0.72295,0.07732785,0.81619453,,0.76905,0.08010554,0.6138325,,0.7254,0.07650602,0.30138877,,0.75045,0.054620266,0.45970815,,,22528.0,/home/ben/sci/cnre/infinite/bench/18-09-38/21,21,
32,gaussian_mixture,1681008439,NRE-B,10,10,10,,False,128,3,64.83882,12.746968587239584,0.7879,0.08291173,0.44169694,,0.7393,0.059158206,0.47567546,,0.7189,0.0751636,0.39934993,,0.7255,0.070643544,0.6217522,,0.7406,0.050885677,0.48489785,,0.7195,0.07348895,0.40001228,,0.77825,0.08078539,0.3567372,,0.79715,0.080215216,0.36349517,,0.7255,0.07527518,0.2597094,,0.72045,0.04245293,0.54337513,,,22528.0,/home/ben/sci/cnre/infinite/bench/18-09-38/17,17,
33,two_moons,1215712359,NRE-B,75,75,75,,False,128,3,11.033754,23.571964518229166,0.5277,0.00271976,0.09204129,,0.53595,0.00018620491,0.093981326,,0.59225,0.0005469322,0.08898964,,0.54785,0.0010735393,0.09274985,,0.59535,0.002536416,0.09408091,,0.56495,0.00026631355,0.08929399,,0.6123,0.0040659904,0.09211504,,0.59295,0.00065529346,0.08999458,,0.54135,0.0012043715,0.09150238,,0.6279,0.004160404,0.09222381,,,22528.0,/home/ben/sci/cnre/infinite/bench/18-09-38/4,4,
34,two_moons,1751754920,NRE-B,2,2,2,,False,128,3,-33.55075,10.166375732421875,0.54785,0.00048053265,0.08941948,,0.5795,0.000516057,0.08987939,,0.56845,8.690357e-05,0.088611454,,0.58265,0.0027261972,0.08893657,,0.6136,0.016500711,0.0918411,,0.5409,0.00069499016,0.08976266,,0.67385,0.014829636,0.08891991,,0.6565,0.008348465,0.08718391,,0.5745,0.0019618869,0.08873891,,0.6444,0.0025413036,0.089773014,,,22528.0,/home/ben/sci/cnre/infinite/bench/18-09-38/0,0,
35,gaussian_mixture,3787358009,NRE-B,200,200,200,,False,128,3,19.114456,50.35101318359375,0.7747,0.19358611,1.3931928,,0.747,0.094495535,1.3747531,,0.7357,0.09351444,1.4834116,,0.73735,0.089423895,1.4085991,,0.7493,0.123181105,1.3224792,,0.73705,0.09098691,1.3573172,,0.73785,0.09256786,1.3850951,,0.74595,0.109111905,1.3708847,,0.7372,0.080791116,1.3661892,,0.76765,0.13722247,1.0493617,,,22528.0,/home/ben/sci/cnre/infinite/bench/18-09-38/23,23,
36,slcp,294533145,NRE-B,100,100,100,,False,128,3,5.632966,43.3872802734375,0.94535,0.025083542,19.73519,,0.8855,0.13007665,22.810013,,0.9333,0.16442502,27.123053,,0.954,0.092559695,2.994676,,0.86645,0.08191526,24.99484,,0.83055,0.00751853,10.537081,,0.9696,0.040222287,29.36581,,0.9464,0.060625434,25.219969,,0.8777,0.10961044,10.039143,,0.9548,0.107610285,1.4670002,,,22528.0,/home/ben/sci/cnre/infinite/bench/18-09-38/13,13,
37,gaussian_mixture,3561775977,NRE-B,2,2,2,,False,128,3,20.551682,11.055279541015626,0.7812,0.04074657,0.39458102,,0.7753,0.0455333,0.40942895,,0.7947,0.056756377,0.34055263,,0.73755,0.061250687,0.35025254,,0.82005,0.08190358,0.57935816,,0.76655,0.07037759,0.48191798,,0.83925,0.0920465,0.55444324,,0.7327,0.05255556,0.66981375,,0.7991,0.076627254,0.8523303,,0.765,0.029773593,0.7107297,,,22528.0,/home/ben/sci/cnre/infinite/bench/18-09-38/16,16,
38,slcp,3405762382,NRE-B,50,50,50,,False,128,3,13.077774,26.510373942057292,0.9487,0.0249089,19.17255,,0.8953,0.023789644,22.541664,,0.8654,0.12783873,26.873676,,0.9676,0.046933055,2.4287615,,0.92065,0.055492163,22.516647,,0.8604,0.052735925,11.04171,,0.96495,0.040789604,29.469692,,0.9287,0.017452717,23.86444,,0.89925,0.05144334,8.307791,,0.9329,0.07316935,1.7135091,,,22528.0,/home/ben/sci/cnre/infinite/bench/18-09-38/11,11,
39,gaussian_mixture,2389997202,NRE-B,75,75,75,,False,128,3,-4.60652,25.902388509114584,0.71245,0.05676663,0.4706614,,0.69815,0.06871688,0.62540066,,0.7236,0.07713544,0.3833438,,0.7355,0.07579696,0.8454053,,0.7082,0.06551218,0.339011,,0.7226,0.07787454,0.6140337,,0.7148,0.07499015,0.22665825,,0.71335,0.074905634,0.605036,,0.72435,0.07660937,0.38793427,,0.7482,0.057375193,0.39553398,,,22528.0,/home/ben/sci/cnre/infinite/bench/18-09-38/20,20,
40,two_moons,4131030354,NRE-B,200,200,200,,False,128,3,23.145973,49.34329427083333,0.54495,0.0033290386,0.08843875,,0.55465,0.0018239021,0.08855143,,0.56625,0.0033010244,0.08786973,,0.53325,0.0064769387,0.08743517,,0.60475,0.022370338,0.090539485,,0.52345,5.9485435e-05,0.088981256,,0.6003,0.006234169,0.08975726,,0.58745,0.0022765398,0.09073373,,0.54055,0.0113453865,0.0918778,,0.5802,0.0016463995,0.086264834,,,22528.0,/home/ben/sci/cnre/infinite/bench/18-09-38/7,7,
41,two_moons,2721590426,NRE-B,50,50,50,,False,128,3,2.902136,18.541689046223958,0.5001,0.00029182434,0.090821214,,0.55235,0.0008620024,0.09046621,,0.5964,0.0012811422,0.09140236,,0.53605,0.0030834079,0.08888827,,0.55175,0.00012373924,0.096238956,,0.5191,0.00064766407,0.08979159,,0.61855,0.00942862,0.0902257,,0.60255,0.0066428185,0.09115297,,0.5386,0.002085209,0.091585964,,0.6014,0.0046955347,0.08987787,,,22528.0,/home/ben/sci/cnre/infinite/bench/18-09-38/3,3,
42,slcp,2915256269,NRE-B,2,2,2,,False,128,3,-126.58144,41.432926432291666,0.93215,0.12507915,19.463898,,0.86755,0.041512728,23.338257,,0.8405,0.15353787,27.509283,,0.9345,0.061591506,3.2263336,,0.8644,0.16208792,24.202003,,0.77155,0.05338025,10.623714,,0.9573,0.019029498,30.182869,,0.9335,0.049165606,25.600449,,0.8034,0.01281786,9.572955,,0.9282,0.17617273,1.8604894,,,22528.0,/home/ben/sci/cnre/infinite/bench/18-09-38/8,8,
43,slcp,158129090,NRE-B,75,75,75,,False,128,3,4.015892,40.087931315104164,0.9362,0.10455942,19.756577,,0.8975,0.03865266,22.911575,,0.88795,0.052503943,27.030787,,0.94135,0.10862434,3.1845386,,0.8853,0.046295047,25.284779,,0.8398,0.028456092,11.703373,,0.96465,0.040052414,30.006899,,0.94895,0.14968121,25.641808,,0.9049,0.0690341,9.075086,,0.9249,0.0754329,1.6262813,,,22528.0,/home/ben/sci/cnre/infinite/bench/18-09-38/12,12,
44,slcp,3445939965,NRE-B,150,150,150,,False,128,3,13.309816,47.18338216145833,0.95675,0.058383465,19.388763,,0.9076,0.0784601,23.982655,,0.8486,0.0625186,25.63356,,0.96465,0.317465,3.1012082,,0.8841,0.123710275,25.331312,,0.8593,0.028507113,11.390669,,0.96565,0.18827784,28.884285,,0.941,0.08137703,23.937963,,0.88415,0.07424009,10.415461,,0.9114,0.33921313,2.2271109,,,22528.0,/home/ben/sci/cnre/infinite/bench/18-09-38/14,14,
45,two_moons,1739014675,NRE-B,150,150,150,,False,128,3,39.240578,39.7720458984375,0.5581,3.0636787e-05,0.09083094,,0.5427,0.0017297268,0.091001466,,0.58615,0.00061917305,0.09000473,,0.5039,0.00073975325,0.089342296,,0.565,0.0013190508,0.0917287,,0.52835,0.0004029274,0.09119403,,0.61235,0.00233531,0.094168514,,0.577,0.0014096498,0.093115285,,0.5267,0.00019216537,0.0897145,,0.59705,0.011897564,0.08859465,,,22528.0,/home/ben/sci/cnre/infinite/bench/18-09-38/6,6,
46,gaussian_mixture,3368542297,NRE-B,50,50,50,,False,128,3,0.4738665,20.9969482421875,0.79215,0.105757356,0.3436134,,0.7072,0.07146728,0.29284447,,0.7168,0.0743891,0.30839038,,0.7293,0.07688761,0.37439334,,0.773,0.09238291,0.8552954,,0.72935,0.078273654,0.28662175,,0.71125,0.07297027,0.6107468,,0.72905,0.074970365,0.38701448,,0.73945,0.07807243,0.6252667,,0.7328,0.06454742,0.4043127,,,22528.0,/home/ben/sci/cnre/infinite/bench/18-09-38/19,19,
47,two_moons,1023486313,NRE-B,25,25,25,,False,128,3,15.980271,13.54208984375,0.57925,0.0020233393,0.09161283,,0.53955,0.005321741,0.09000898,,0.6124,0.0035461187,0.09276347,,0.6061,0.004227221,0.0917476,,0.60455,0.0023709536,0.09474465,,0.57545,0.0007272959,0.09019776,,0.6571,0.0046852827,0.090881765,,0.6368,0.00255239,0.09100339,,0.54465,0.008384407,0.091142625,,0.64675,0.0031679869,0.09190747,,,22528.0,/home/ben/sci/cnre/infinite/bench/18-09-38/2,2,
48,slcp,4233077622,NRE-B,200,200,200,,False,128,3,4.4743347,54.25569254557292,0.95645,0.13378453,19.245125,,0.9229,0.029465914,22.44107,,0.87395,0.02088964,27.8247,,0.94765,0.07548201,3.1101196,,0.8851,0.07682848,23.394981,,0.8361,0.013745546,11.295573,,0.96445,0.022347093,29.797262,,0.9492,0.06565368,24.730385,,0.89225,0.03296566,8.531185,,0.9115,0.09032059,2.0106757,,,22528.0,/home/ben/sci/cnre/infinite/bench/23-21-01/15,15,
49,two_moons,1069252406,NRE-B,100,100,100,,False,128,3,11.208266,28.94181925455729,0.52705,0.0011268854,0.091154076,,0.5122,0.00025629997,0.090802945,,0.55765,0.0026191473,0.0907018,,0.5282,0.0025835037,0.09097436,,0.51415,0.0012942553,0.09027383,,0.52625,0.00017690659,0.09202908,,0.6083,0.0027816296,0.08934586,,0.6123,0.0017256737,0.08915472,,0.52725,0.0035749078,0.08979721,,0.6004,0.00074005127,0.08899431,,,22528.0,/home/ben/sci/cnre/infinite/bench/23-21-01/5,5,
50,gaussian_mixture,827156494,NRE-B,150,150,150,,False,128,3,-0.47726527,42.15133870442708,0.7331,0.06901121,0.4254866,,0.7061,0.07346654,0.8448154,,0.7249,0.07591295,0.8361672,,0.71875,0.07425439,0.39656985,,0.7014,0.07900882,0.3170967,,0.7299,0.07592332,0.3017789,,0.7221,0.07479179,0.61198235,,0.72005,0.07685232,0.35470647,,0.72675,0.07523501,0.2916413,,0.7543,0.07329488,0.4481789,,,22528.0,/home/ben/sci/cnre/infinite/bench/23-21-01/22,22,
