,task,seed,algorithm,K,num_atoms,num_contrastive_parameters,gamma,extra_theta_factor,hidden_features,num_blocks,AVG_LOG_RATIO,RT,C2ST_Z-01,MMD-01,MEDDIST-01,NLTP-01,C2ST_Z-02,MMD-02,MEDDIST-02,NLTP-02,C2ST_Z-03,MMD-03,MEDDIST-03,NLTP-03,C2ST_Z-04,MMD-04,MEDDIST-04,NLTP-04,C2ST_Z-05,MMD-05,MEDDIST-05,NLTP-05,C2ST_Z-06,MMD-06,MEDDIST-06,NLTP-06,C2ST_Z-07,MMD-07,MEDDIST-07,NLTP-07,C2ST_Z-08,MMD-08,MEDDIST-08,NLTP-08,C2ST_Z-09,MMD-09,MEDDIST-09,NLTP-09,C2ST_Z-10,MMD-10,MEDDIST-10,NLTP-10,NLTP,num_simulations_simulator,path,folder,reuse
12,slcp,4259201113,CNRE,49,49,50,0.01,0,128,3,4.5761566,34.80613606770833,0.86365,0.024675846,19.81673,,0.7655,0.008819222,22.910389,,0.7053,0.0030670166,25.640545,,0.9328,0.06684816,3.5825334,,0.77075,0.015467644,23.468147,,0.76725,0.025876045,11.760149,,0.91025,0.034716845,29.333675,,0.9406,0.034096956,25.20339,,0.7597,0.008156657,9.796635,,0.8608,0.053604126,1.8952205,,,22528.0,/home/ben/sci/fix-cnre/infinite/fixed-validation-loss/2024-06-28/11-26-30/22,22,False
13,slcp,3769385873,CNRE,74,74,75,0.01,0,128,3,4.637377,44.65426432291667,0.86975,0.022914767,19.657907,,0.7853,0.015750885,23.104593,,0.6979,0.005421281,26.326271,,0.91565,0.049253583,3.070178,,0.7705,0.026529074,24.445732,,0.77145,0.007508993,12.025158,,0.94035,0.02097106,29.644382,,0.8972,0.0193429,25.098427,,0.779,0.012968063,10.310363,,0.8213,0.04601407,2.1156194,,,22528.0,/home/ben/sci/fix-cnre/infinite/fixed-validation-loss/2024-06-28/11-26-30/28,28,False
14,slcp,2009634433,CNRE,9,9,10,0.1,0,128,3,4.5616245,19.63075968424479,0.8879,0.019047737,20.26284,,0.8511,0.03700137,23.023005,,0.7556,0.0023436546,26.469986,,0.9201,0.10220063,3.572209,,0.74425,0.00676775,23.731297,,0.7449,0.012255788,11.612623,,0.95345,0.02048564,29.666569,,0.88845,0.011757135,24.82438,,0.7768,0.015051007,10.7526,,0.82065,0.041790426,2.4663343,,,22528.0,/home/ben/sci/fix-cnre/infinite/fixed-validation-loss/2024-06-28/11-26-30/9,9,False
15,slcp,814242655,CNRE,9,9,10,0.01,0,128,3,4.994542,21.00776570638021,0.8555,0.008199692,20.074623,,0.79925,0.05379784,22.821232,,0.71245,0.01438272,25.619982,,0.91965,0.10686582,3.0633297,,0.7948,0.007299781,25.185307,,0.7336,0.008540273,10.674721,,0.91825,0.013584852,29.225334,,0.90175,0.014477611,25.221966,,0.73445,0.0062521696,10.17683,,0.7719,0.028775334,2.2077293,,,22528.0,/home/ben/sci/fix-cnre/infinite/fixed-validation-loss/2024-06-28/11-26-30/10,10,False
16,slcp,349336027,CNRE,1,1,2,10.0,0,128,3,3.4451823,19.157041422526042,0.92325,0.048904777,19.832644,,0.90815,0.045030475,22.437176,,0.8543,0.029604435,25.332798,,0.96165,0.11259025,2.6102502,,0.80655,0.012867451,23.544868,,0.8732,0.019835472,10.63314,,0.96615,0.06423795,30.352634,,0.9349,0.011359692,24.743176,,0.87845,0.030296326,10.984358,,0.91665,0.13160914,2.2890406,,,22528.0,/home/ben/sci/fix-cnre/infinite/fixed-validation-loss/2024-06-28/11-26-30/1,1,False
17,slcp,1873670846,CNRE,199,199,200,100.0,0,128,3,5.2105036,91.79208984375,0.91595,0.041036606,19.614246,,0.8777,0.0672822,22.533985,,0.8462,0.14890599,26.605095,,0.9344,0.050446987,3.3199296,,0.8462,0.115373254,24.595848,,0.7966,0.04630518,10.599539,,0.96135,0.11231661,29.948738,,0.91585,0.10396433,24.089333,,0.86605,0.08534503,9.609775,,0.94135,0.08528024,1.5802176,,,22528.0,/home/ben/sci/fix-cnre/infinite/fixed-validation-loss/2024-06-28/11-26-30/42,42,False
18,slcp,3144444132,CNRE,199,199,200,0.001,0,128,3,4.9162664,88.83670247395834,0.84615,0.011541367,19.9664,,0.79675,0.015532613,22.888702,,0.77765,0.011084318,25.755962,,0.92535,0.14586812,3.2907674,,0.73415,0.0044612885,24.263859,,0.71005,0.007536173,11.903625,,0.94105,0.005113125,29.365665,,0.90535,0.05670595,24.496368,,0.7895,0.026222587,10.547506,,0.8187,0.029356122,1.9278095,,,22528.0,/home/ben/sci/fix-cnre/infinite/fixed-validation-loss/2024-06-28/11-26-30/47,47,False
19,slcp,68685364,CNRE,49,49,50,100.0,0,128,3,4.8282166,34.81825358072917,0.92865,0.0067653656,19.410746,,0.9007,0.124657154,21.220322,,0.8396,0.09478426,25.864452,,0.9523,0.05780965,3.496253,,0.8121,0.049862146,23.597992,,0.83585,0.030710816,10.611618,,0.9557,0.074670315,29.815117,,0.92795,0.007217884,24.277525,,0.8341,0.023365617,9.6791115,,0.8967,0.031043887,1.947593,,,22528.0,/home/ben/sci/fix-cnre/infinite/fixed-validation-loss/2024-06-28/11-26-30/18,18,False
20,slcp,2884364814,CNRE,49,49,50,0.1,0,128,3,4.3821344,35.75454915364583,0.90425,0.03012371,19.56924,,0.8304,0.019980192,22.563951,,0.71615,0.004761696,26.232067,,0.92785,0.12407893,3.9733434,,0.7446,0.005634427,23.472242,,0.7709,0.010855079,11.332735,,0.9617,0.06294143,29.971405,,0.89465,0.021142125,25.116611,,0.835,0.039596796,10.409475,,0.88635,0.056152225,1.8396556,,,22528.0,/home/ben/sci/fix-cnre/infinite/fixed-validation-loss/2024-06-28/11-26-30/21,21,False
21,slcp,3658443553,CNRE,74,74,75,100.0,0,128,3,4.885243,46.11446940104167,0.92705,0.00555861,18.889908,,0.8665,0.09032738,23.751972,,0.9006,0.07683039,24.712975,,0.9366,0.061685383,3.6982594,,0.78375,0.017012477,23.947937,,0.8407,0.0226295,10.661821,,0.98165,0.14023948,30.122543,,0.9571,0.072155714,25.740683,,0.8656,0.06150174,10.783541,,0.92155,0.104584575,1.8783476,,,22528.0,/home/ben/sci/fix-cnre/infinite/fixed-validation-loss/2024-06-28/11-26-30/24,24,False
