,task,num_observation,algorithm,num_contrastive_parameters,gamma,num_blocks
1295,two_moons,4,CNRE,50,100.0,3
1296,two_moons,4,CNRE,75,0.001,2
1297,two_moons,4,CNRE,75,0.001,3
1298,two_moons,4,CNRE,75,0.01,2
1299,two_moons,4,CNRE,75,0.01,3
1300,two_moons,4,CNRE,75,0.1,2
1301,two_moons,4,CNRE,75,0.1,3
1302,two_moons,4,CNRE,75,1.0,2
1303,two_moons,4,CNRE,75,1.0,3
1304,two_moons,4,CNRE,75,10.0,2
1305,two_moons,4,CNRE,75,10.0,3
1306,two_moons,4,CNRE,75,100.0,2
1307,two_moons,4,CNRE,75,100.0,3
1308,two_moons,4,CNRE,100,0.001,2
1309,two_moons,4,CNRE,100,0.001,3
1310,two_moons,4,CNRE,100,0.01,2
1311,two_moons,4,CNRE,100,0.01,3
1312,two_moons,4,CNRE,100,0.1,2
1313,two_moons,4,CNRE,100,0.1,3
1314,two_moons,4,CNRE,100,1.0,2
1315,two_moons,4,CNRE,100,1.0,3
1316,two_moons,4,CNRE,100,10.0,2
1317,two_moons,4,CNRE,100,10.0,3
1318,two_moons,4,CNRE,100,100.0,2
1319,two_moons,4,CNRE,100,100.0,3
1320,two_moons,4,CNRE,150,0.001,2
1321,two_moons,4,CNRE,150,0.001,3
1322,two_moons,4,CNRE,150,0.01,2
1323,two_moons,4,CNRE,150,0.01,3
1324,two_moons,4,CNRE,150,0.1,2
1325,two_moons,4,CNRE,150,0.1,3
1326,two_moons,4,CNRE,150,1.0,2
1327,two_moons,4,CNRE,150,1.0,3
1328,two_moons,4,CNRE,150,10.0,2
1329,two_moons,4,CNRE,150,10.0,3
1330,two_moons,4,CNRE,150,100.0,2
1331,two_moons,4,CNRE,150,100.0,3
1332,two_moons,4,CNRE,200,0.001,2
1333,two_moons,4,CNRE,200,0.001,3
1334,two_moons,4,CNRE,200,0.01,2
1335,two_moons,4,CNRE,200,0.01,3
1336,two_moons,4,CNRE,200,0.1,2
1337,two_moons,4,CNRE,200,0.1,3
1338,two_moons,4,CNRE,200,1.0,2
1339,two_moons,4,CNRE,200,1.0,3
1340,two_moons,4,CNRE,200,10.0,2
1341,two_moons,4,CNRE,200,10.0,3
1342,two_moons,4,CNRE,200,100.0,2
1343,two_moons,4,CNRE,200,100.0,3
1344,two_moons,5,CNRE,2,0.001,2
1345,two_moons,5,CNRE,2,0.001,3
1346,two_moons,5,CNRE,2,0.01,2
1347,two_moons,5,CNRE,2,0.01,3
1348,two_moons,5,CNRE,2,0.1,2
1349,two_moons,5,CNRE,2,0.1,3
1350,two_moons,5,CNRE,2,1.0,2
1351,two_moons,5,CNRE,2,1.0,3
1352,two_moons,5,CNRE,2,10.0,2
1353,two_moons,5,CNRE,2,10.0,3
1354,two_moons,5,CNRE,2,100.0,2
1355,two_moons,5,CNRE,2,100.0,3
1356,two_moons,5,CNRE,10,0.001,2
1357,two_moons,5,CNRE,10,0.001,3
1358,two_moons,5,CNRE,10,0.01,2
1359,two_moons,5,CNRE,10,0.01,3
1360,two_moons,5,CNRE,10,0.1,2
1361,two_moons,5,CNRE,10,0.1,3
1362,two_moons,5,CNRE,10,1.0,2
1363,two_moons,5,CNRE,10,1.0,3
1364,two_moons,5,CNRE,10,10.0,2
1365,two_moons,5,CNRE,10,10.0,3
1366,two_moons,5,CNRE,10,100.0,2
1367,two_moons,5,CNRE,10,100.0,3
1368,two_moons,5,CNRE,25,0.001,2
1369,two_moons,5,CNRE,25,0.001,3
1370,two_moons,5,CNRE,25,0.01,2
1371,two_moons,5,CNRE,25,0.01,3
1372,two_moons,5,CNRE,25,0.1,2
1373,two_moons,5,CNRE,25,0.1,3
1374,two_moons,5,CNRE,25,1.0,2
1375,two_moons,5,CNRE,25,1.0,3
1376,two_moons,5,CNRE,25,10.0,2
1377,two_moons,5,CNRE,25,10.0,3
1378,two_moons,5,CNRE,25,100.0,2
1379,two_moons,5,CNRE,25,100.0,3
1380,two_moons,5,CNRE,50,0.001,2
1381,two_moons,5,CNRE,50,0.001,3
1382,two_moons,5,CNRE,50,0.01,2
1383,two_moons,5,CNRE,50,0.01,3
1384,two_moons,5,CNRE,50,0.1,2
1385,two_moons,5,CNRE,50,0.1,3
1386,two_moons,5,CNRE,50,1.0,2
1387,two_moons,5,CNRE,50,1.0,3
1388,two_moons,5,CNRE,50,10.0,2
1389,two_moons,5,CNRE,50,10.0,3
1390,two_moons,5,CNRE,50,100.0,2
1391,two_moons,5,CNRE,50,100.0,3
1392,two_moons,5,CNRE,75,0.001,2
1393,two_moons,5,CNRE,75,0.001,3
1394,two_moons,5,CNRE,75,0.01,2
1395,two_moons,5,CNRE,75,0.01,3
1396,two_moons,5,CNRE,75,0.1,2
1397,two_moons,5,CNRE,75,0.1,3
1398,two_moons,5,CNRE,75,1.0,2
1399,two_moons,5,CNRE,75,1.0,3
1400,two_moons,5,CNRE,75,10.0,2
1401,two_moons,5,CNRE,75,10.0,3
1402,two_moons,5,CNRE,75,100.0,2
1403,two_moons,5,CNRE,75,100.0,3
1404,two_moons,5,CNRE,100,0.001,2
1405,two_moons,5,CNRE,100,0.001,3
1406,two_moons,5,CNRE,100,0.01,2
1407,two_moons,5,CNRE,100,0.01,3
1408,two_moons,5,CNRE,100,0.1,2
1409,two_moons,5,CNRE,100,0.1,3
1410,two_moons,5,CNRE,100,1.0,2
1411,two_moons,5,CNRE,100,1.0,3
1412,two_moons,5,CNRE,100,10.0,2
1413,two_moons,5,CNRE,100,10.0,3
1414,two_moons,5,CNRE,100,100.0,2
1415,two_moons,5,CNRE,100,100.0,3
1416,two_moons,5,CNRE,150,0.001,2
1417,two_moons,5,CNRE,150,0.001,3
1418,two_moons,5,CNRE,150,0.01,2
1419,two_moons,5,CNRE,150,0.01,3
1420,two_moons,5,CNRE,150,0.1,2
1421,two_moons,5,CNRE,150,0.1,3
1422,two_moons,5,CNRE,150,1.0,2
1423,two_moons,5,CNRE,150,1.0,3
1424,two_moons,5,CNRE,150,10.0,2
1425,two_moons,5,CNRE,150,10.0,3
1426,two_moons,5,CNRE,150,100.0,2
1427,two_moons,5,CNRE,150,100.0,3
1428,two_moons,5,CNRE,200,0.001,2
1429,two_moons,5,CNRE,200,0.001,3
1430,two_moons,5,CNRE,200,0.01,2
1431,two_moons,5,CNRE,200,0.01,3
1432,two_moons,5,CNRE,200,0.1,2
1433,two_moons,5,CNRE,200,0.1,3
1434,two_moons,5,CNRE,200,1.0,2
1435,two_moons,5,CNRE,200,1.0,3
1436,two_moons,5,CNRE,200,10.0,2
1437,two_moons,5,CNRE,200,10.0,3
1438,two_moons,5,CNRE,200,100.0,2
1439,two_moons,5,CNRE,200,100.0,3
1440,two_moons,6,CNRE,2,0.001,2
1441,two_moons,6,CNRE,2,0.001,3
1442,two_moons,6,CNRE,2,0.01,2
1443,two_moons,6,CNRE,2,0.01,3
1444,two_moons,6,CNRE,2,0.1,2
1445,two_moons,6,CNRE,2,0.1,3
1446,two_moons,6,CNRE,2,1.0,2
1447,two_moons,6,CNRE,2,1.0,3
1448,two_moons,6,CNRE,2,10.0,2
1449,two_moons,6,CNRE,2,10.0,3
1450,two_moons,6,CNRE,2,100.0,2
1451,two_moons,6,CNRE,2,100.0,3
1452,two_moons,6,CNRE,10,0.001,2
1453,two_moons,6,CNRE,10,0.001,3
1454,two_moons,6,CNRE,10,0.01,2
1455,two_moons,6,CNRE,10,0.01,3
1456,two_moons,6,CNRE,10,0.1,2
1457,two_moons,6,CNRE,10,0.1,3
1458,two_moons,6,CNRE,10,1.0,2
1459,two_moons,6,CNRE,10,1.0,3
1460,two_moons,6,CNRE,10,10.0,2
1461,two_moons,6,CNRE,10,10.0,3
1462,two_moons,6,CNRE,10,100.0,2
1463,two_moons,6,CNRE,10,100.0,3
1464,two_moons,6,CNRE,25,0.001,2
1465,two_moons,6,CNRE,25,0.001,3
1466,two_moons,6,CNRE,25,0.01,2
1467,two_moons,6,CNRE,25,0.01,3
1468,two_moons,6,CNRE,25,0.1,2
1469,two_moons,6,CNRE,25,0.1,3
1470,two_moons,6,CNRE,25,1.0,2
1471,two_moons,6,CNRE,25,1.0,3
1472,two_moons,6,CNRE,25,10.0,2
1473,two_moons,6,CNRE,25,10.0,3
1474,two_moons,6,CNRE,25,100.0,2
1475,two_moons,6,CNRE,25,100.0,3
1476,two_moons,6,CNRE,50,0.001,2
1477,two_moons,6,CNRE,50,0.001,3
1478,two_moons,6,CNRE,50,0.01,2
1479,two_moons,6,CNRE,50,0.01,3
1480,two_moons,6,CNRE,50,0.1,2
1481,two_moons,6,CNRE,50,0.1,3
1482,two_moons,6,CNRE,50,1.0,2
1483,two_moons,6,CNRE,50,1.0,3
1484,two_moons,6,CNRE,50,10.0,2
1485,two_moons,6,CNRE,50,10.0,3
1486,two_moons,6,CNRE,50,100.0,2
1487,two_moons,6,CNRE,50,100.0,3
1488,two_moons,6,CNRE,75,0.001,2
1489,two_moons,6,CNRE,75,0.001,3
1490,two_moons,6,CNRE,75,0.01,2
1491,two_moons,6,CNRE,75,0.01,3
1492,two_moons,6,CNRE,75,0.1,2
1493,two_moons,6,CNRE,75,0.1,3
1494,two_moons,6,CNRE,75,1.0,2
1495,two_moons,6,CNRE,75,1.0,3
1496,two_moons,6,CNRE,75,10.0,2
1497,two_moons,6,CNRE,75,10.0,3
1498,two_moons,6,CNRE,75,100.0,2
1499,two_moons,6,CNRE,75,100.0,3
1500,two_moons,6,CNRE,100,0.001,2
1501,two_moons,6,CNRE,100,0.001,3
1502,two_moons,6,CNRE,100,0.01,2
1503,two_moons,6,CNRE,100,0.01,3
1504,two_moons,6,CNRE,100,0.1,2
1505,two_moons,6,CNRE,100,0.1,3
1506,two_moons,6,CNRE,100,1.0,2
1507,two_moons,6,CNRE,100,1.0,3
1508,two_moons,6,CNRE,100,10.0,2
1509,two_moons,6,CNRE,100,10.0,3
1510,two_moons,6,CNRE,100,100.0,2
1511,two_moons,6,CNRE,100,100.0,3
1512,two_moons,6,CNRE,150,0.001,2
1513,two_moons,6,CNRE,150,0.001,3
1514,two_moons,6,CNRE,150,0.01,2
1515,two_moons,6,CNRE,150,0.01,3
1516,two_moons,6,CNRE,150,0.1,2
1517,two_moons,6,CNRE,150,0.1,3
1518,two_moons,6,CNRE,150,1.0,2
1519,two_moons,6,CNRE,150,1.0,3
1520,two_moons,6,CNRE,150,10.0,2
1521,two_moons,6,CNRE,150,10.0,3
1522,two_moons,6,CNRE,150,100.0,2
1523,two_moons,6,CNRE,150,100.0,3
1524,two_moons,6,CNRE,200,0.001,2
1525,two_moons,6,CNRE,200,0.001,3
1526,two_moons,6,CNRE,200,0.01,2
1527,two_moons,6,CNRE,200,0.01,3
1528,two_moons,6,CNRE,200,0.1,2
1529,two_moons,6,CNRE,200,0.1,3
1530,two_moons,6,CNRE,200,1.0,2
1531,two_moons,6,CNRE,200,1.0,3
1532,two_moons,6,CNRE,200,10.0,2
1533,two_moons,6,CNRE,200,10.0,3
1534,two_moons,6,CNRE,200,100.0,2
1535,two_moons,6,CNRE,200,100.0,3
1536,two_moons,7,CNRE,2,0.001,2
1537,two_moons,7,CNRE,2,0.001,3
1538,two_moons,7,CNRE,2,0.01,2
1539,two_moons,7,CNRE,2,0.01,3
1540,two_moons,7,CNRE,2,0.1,2
1541,two_moons,7,CNRE,2,0.1,3
1542,two_moons,7,CNRE,2,1.0,2
1543,two_moons,7,CNRE,2,1.0,3
1544,two_moons,7,CNRE,2,10.0,2
1545,two_moons,7,CNRE,2,10.0,3
1546,two_moons,7,CNRE,2,100.0,2
1547,two_moons,7,CNRE,2,100.0,3
1548,two_moons,7,CNRE,10,0.001,2
1549,two_moons,7,CNRE,10,0.001,3
1550,two_moons,7,CNRE,10,0.01,2
1551,two_moons,7,CNRE,10,0.01,3
1552,two_moons,7,CNRE,10,0.1,2
1553,two_moons,7,CNRE,10,0.1,3
1554,two_moons,7,CNRE,10,1.0,2
1555,two_moons,7,CNRE,10,1.0,3
1556,two_moons,7,CNRE,10,10.0,2
1557,two_moons,7,CNRE,10,10.0,3
1558,two_moons,7,CNRE,10,100.0,2
1559,two_moons,7,CNRE,10,100.0,3
1560,two_moons,7,CNRE,25,0.001,2
1561,two_moons,7,CNRE,25,0.001,3
1562,two_moons,7,CNRE,25,0.01,2
1563,two_moons,7,CNRE,25,0.01,3
1564,two_moons,7,CNRE,25,0.1,2
1565,two_moons,7,CNRE,25,0.1,3
1566,two_moons,7,CNRE,25,1.0,2
1567,two_moons,7,CNRE,25,1.0,3
1568,two_moons,7,CNRE,25,10.0,2
1569,two_moons,7,CNRE,25,10.0,3
1570,two_moons,7,CNRE,25,100.0,2
1571,two_moons,7,CNRE,25,100.0,3
1572,two_moons,7,CNRE,50,0.001,2
1573,two_moons,7,CNRE,50,0.001,3
1574,two_moons,7,CNRE,50,0.01,2
1575,two_moons,7,CNRE,50,0.01,3
1576,two_moons,7,CNRE,50,0.1,2
1577,two_moons,7,CNRE,50,0.1,3
1578,two_moons,7,CNRE,50,1.0,2
1579,two_moons,7,CNRE,50,1.0,3
1580,two_moons,7,CNRE,50,10.0,2
1581,two_moons,7,CNRE,50,10.0,3
1582,two_moons,7,CNRE,50,100.0,2
1583,two_moons,7,CNRE,50,100.0,3
1584,two_moons,7,CNRE,75,0.001,2
1585,two_moons,7,CNRE,75,0.001,3
1586,two_moons,7,CNRE,75,0.01,2
1587,two_moons,7,CNRE,75,0.01,3
1588,two_moons,7,CNRE,75,0.1,2
1589,two_moons,7,CNRE,75,0.1,3
1590,two_moons,7,CNRE,75,1.0,2
1591,two_moons,7,CNRE,75,1.0,3
1592,two_moons,7,CNRE,75,10.0,2
1593,two_moons,7,CNRE,75,10.0,3
1594,two_moons,7,CNRE,75,100.0,2
1595,two_moons,7,CNRE,75,100.0,3
1596,two_moons,7,CNRE,100,0.001,2
1597,two_moons,7,CNRE,100,0.001,3
1598,two_moons,7,CNRE,100,0.01,2
1599,two_moons,7,CNRE,100,0.01,3
1600,two_moons,7,CNRE,100,0.1,2
1601,two_moons,7,CNRE,100,0.1,3
1602,two_moons,7,CNRE,100,1.0,2
1603,two_moons,7,CNRE,100,1.0,3
1604,two_moons,7,CNRE,100,10.0,2
1605,two_moons,7,CNRE,100,10.0,3
1606,two_moons,7,CNRE,100,100.0,2
1607,two_moons,7,CNRE,100,100.0,3
1608,two_moons,7,CNRE,150,0.001,2
1609,two_moons,7,CNRE,150,0.001,3
1610,two_moons,7,CNRE,150,0.01,2
1611,two_moons,7,CNRE,150,0.01,3
1612,two_moons,7,CNRE,150,0.1,2
1613,two_moons,7,CNRE,150,0.1,3
1614,two_moons,7,CNRE,150,1.0,2
1615,two_moons,7,CNRE,150,1.0,3
1616,two_moons,7,CNRE,150,10.0,2
1617,two_moons,7,CNRE,150,10.0,3
1618,two_moons,7,CNRE,150,100.0,2
1619,two_moons,7,CNRE,150,100.0,3
1620,two_moons,7,CNRE,200,0.001,2
1621,two_moons,7,CNRE,200,0.001,3
1622,two_moons,7,CNRE,200,0.01,2
1623,two_moons,7,CNRE,200,0.01,3
1624,two_moons,7,CNRE,200,0.1,2
1625,two_moons,7,CNRE,200,0.1,3
1626,two_moons,7,CNRE,200,1.0,2
1627,two_moons,7,CNRE,200,1.0,3
1628,two_moons,7,CNRE,200,10.0,2
1629,two_moons,7,CNRE,200,10.0,3
1630,two_moons,7,CNRE,200,100.0,2
1631,two_moons,7,CNRE,200,100.0,3
1632,two_moons,8,CNRE,2,0.001,2
1633,two_moons,8,CNRE,2,0.001,3
1634,two_moons,8,CNRE,2,0.01,2
1635,two_moons,8,CNRE,2,0.01,3
1636,two_moons,8,CNRE,2,0.1,2
1637,two_moons,8,CNRE,2,0.1,3
1638,two_moons,8,CNRE,2,1.0,2
1639,two_moons,8,CNRE,2,1.0,3
1640,two_moons,8,CNRE,2,10.0,2
1641,two_moons,8,CNRE,2,10.0,3
1642,two_moons,8,CNRE,2,100.0,2
1643,two_moons,8,CNRE,2,100.0,3
1644,two_moons,8,CNRE,10,0.001,2
1645,two_moons,8,CNRE,10,0.001,3
1646,two_moons,8,CNRE,10,0.01,2
1647,two_moons,8,CNRE,10,0.01,3
1648,two_moons,8,CNRE,10,0.1,2
1649,two_moons,8,CNRE,10,0.1,3
1650,two_moons,8,CNRE,10,1.0,2
1651,two_moons,8,CNRE,10,1.0,3
1652,two_moons,8,CNRE,10,10.0,2
1653,two_moons,8,CNRE,10,10.0,3
1654,two_moons,8,CNRE,10,100.0,2
1655,two_moons,8,CNRE,10,100.0,3
1656,two_moons,8,CNRE,25,0.001,2
1657,two_moons,8,CNRE,25,0.001,3
1658,two_moons,8,CNRE,25,0.01,2
1659,two_moons,8,CNRE,25,0.01,3
1660,two_moons,8,CNRE,25,0.1,2
1661,two_moons,8,CNRE,25,0.1,3
1662,two_moons,8,CNRE,25,1.0,2
1663,two_moons,8,CNRE,25,1.0,3
1664,two_moons,8,CNRE,25,10.0,2
1665,two_moons,8,CNRE,25,10.0,3
1666,two_moons,8,CNRE,25,100.0,2
1667,two_moons,8,CNRE,25,100.0,3
1668,two_moons,8,CNRE,50,0.001,2
1669,two_moons,8,CNRE,50,0.001,3
1670,two_moons,8,CNRE,50,0.01,2
1671,two_moons,8,CNRE,50,0.01,3
1672,two_moons,8,CNRE,50,0.1,2
1673,two_moons,8,CNRE,50,0.1,3
1674,two_moons,8,CNRE,50,1.0,2
1675,two_moons,8,CNRE,50,1.0,3
1676,two_moons,8,CNRE,50,10.0,2
1677,two_moons,8,CNRE,50,10.0,3
1678,two_moons,8,CNRE,50,100.0,2
1679,two_moons,8,CNRE,50,100.0,3
1680,two_moons,8,CNRE,75,0.001,2
1681,two_moons,8,CNRE,75,0.001,3
1682,two_moons,8,CNRE,75,0.01,2
1683,two_moons,8,CNRE,75,0.01,3
1684,two_moons,8,CNRE,75,0.1,2
1685,two_moons,8,CNRE,75,0.1,3
1686,two_moons,8,CNRE,75,1.0,2
1687,two_moons,8,CNRE,75,1.0,3
1688,two_moons,8,CNRE,75,10.0,2
1689,two_moons,8,CNRE,75,10.0,3
1690,two_moons,8,CNRE,75,100.0,2
1691,two_moons,8,CNRE,75,100.0,3
1692,two_moons,8,CNRE,100,0.001,2
1693,two_moons,8,CNRE,100,0.001,3
1694,two_moons,8,CNRE,100,0.01,2
1695,two_moons,8,CNRE,100,0.01,3
1696,two_moons,8,CNRE,100,0.1,2
1697,two_moons,8,CNRE,100,0.1,3
1698,two_moons,8,CNRE,100,1.0,2
1699,two_moons,8,CNRE,100,1.0,3
1700,two_moons,8,CNRE,100,10.0,2
1701,two_moons,8,CNRE,100,10.0,3
1702,two_moons,8,CNRE,100,100.0,2
1703,two_moons,8,CNRE,100,100.0,3
1704,two_moons,8,CNRE,150,0.001,2
1705,two_moons,8,CNRE,150,0.001,3
1706,two_moons,8,CNRE,150,0.01,2
1707,two_moons,8,CNRE,150,0.01,3
1708,two_moons,8,CNRE,150,0.1,2
1709,two_moons,8,CNRE,150,0.1,3
1710,two_moons,8,CNRE,150,1.0,2
1711,two_moons,8,CNRE,150,1.0,3
1712,two_moons,8,CNRE,150,10.0,2
1713,two_moons,8,CNRE,150,10.0,3
1714,two_moons,8,CNRE,150,100.0,2
1715,two_moons,8,CNRE,150,100.0,3
1716,two_moons,8,CNRE,200,0.001,2
1717,two_moons,8,CNRE,200,0.001,3
1718,two_moons,8,CNRE,200,0.01,2
1719,two_moons,8,CNRE,200,0.01,3
1720,two_moons,8,CNRE,200,0.1,2
1721,two_moons,8,CNRE,200,0.1,3
1722,two_moons,8,CNRE,200,1.0,2
1723,two_moons,8,CNRE,200,1.0,3
1724,two_moons,8,CNRE,200,10.0,2
1725,two_moons,8,CNRE,200,10.0,3
1726,two_moons,8,CNRE,200,100.0,2
1727,two_moons,8,CNRE,200,100.0,3
1728,two_moons,9,CNRE,2,0.001,2
1729,two_moons,9,CNRE,2,0.001,3
1730,two_moons,9,CNRE,2,0.01,2
1731,two_moons,9,CNRE,2,0.01,3
1732,two_moons,9,CNRE,2,0.1,2
1733,two_moons,9,CNRE,2,0.1,3
1734,two_moons,9,CNRE,2,1.0,2
1735,two_moons,9,CNRE,2,1.0,3
1736,two_moons,9,CNRE,2,10.0,2
1737,two_moons,9,CNRE,2,10.0,3
1738,two_moons,9,CNRE,2,100.0,2
1739,two_moons,9,CNRE,2,100.0,3
1740,two_moons,9,CNRE,10,0.001,2
1741,two_moons,9,CNRE,10,0.001,3
1742,two_moons,9,CNRE,10,0.01,2
1743,two_moons,9,CNRE,10,0.01,3
1744,two_moons,9,CNRE,10,0.1,2
1745,two_moons,9,CNRE,10,0.1,3
1746,two_moons,9,CNRE,10,1.0,2
1747,two_moons,9,CNRE,10,1.0,3
1748,two_moons,9,CNRE,10,10.0,2
1749,two_moons,9,CNRE,10,10.0,3
1750,two_moons,9,CNRE,10,100.0,2
1751,two_moons,9,CNRE,10,100.0,3
1752,two_moons,9,CNRE,25,0.001,2
1753,two_moons,9,CNRE,25,0.001,3
1754,two_moons,9,CNRE,25,0.01,2
1755,two_moons,9,CNRE,25,0.01,3
1756,two_moons,9,CNRE,25,0.1,2
1757,two_moons,9,CNRE,25,0.1,3
1758,two_moons,9,CNRE,25,1.0,2
1759,two_moons,9,CNRE,25,1.0,3
1760,two_moons,9,CNRE,25,10.0,2
1761,two_moons,9,CNRE,25,10.0,3
1762,two_moons,9,CNRE,25,100.0,2
1763,two_moons,9,CNRE,25,100.0,3
1764,two_moons,9,CNRE,50,0.001,2
1765,two_moons,9,CNRE,50,0.001,3
1766,two_moons,9,CNRE,50,0.01,2
1767,two_moons,9,CNRE,50,0.01,3
1768,two_moons,9,CNRE,50,0.1,2
1769,two_moons,9,CNRE,50,0.1,3
1770,two_moons,9,CNRE,50,1.0,2
1771,two_moons,9,CNRE,50,1.0,3
1772,two_moons,9,CNRE,50,10.0,2
1773,two_moons,9,CNRE,50,10.0,3
1774,two_moons,9,CNRE,50,100.0,2
1775,two_moons,9,CNRE,50,100.0,3
1776,two_moons,9,CNRE,75,0.001,2
1777,two_moons,9,CNRE,75,0.001,3
1778,two_moons,9,CNRE,75,0.01,2
1779,two_moons,9,CNRE,75,0.01,3
1780,two_moons,9,CNRE,75,0.1,2
1781,two_moons,9,CNRE,75,0.1,3
1782,two_moons,9,CNRE,75,1.0,2
1783,two_moons,9,CNRE,75,1.0,3
1784,two_moons,9,CNRE,75,10.0,2
1785,two_moons,9,CNRE,75,10.0,3
1786,two_moons,9,CNRE,75,100.0,2
1787,two_moons,9,CNRE,75,100.0,3
1788,two_moons,9,CNRE,100,0.001,2
1789,two_moons,9,CNRE,100,0.001,3
1790,two_moons,9,CNRE,100,0.01,2
1791,two_moons,9,CNRE,100,0.01,3
1792,two_moons,9,CNRE,100,0.1,2
1793,two_moons,9,CNRE,100,0.1,3
1794,two_moons,9,CNRE,100,1.0,2
1795,two_moons,9,CNRE,100,1.0,3
1796,two_moons,9,CNRE,100,10.0,2
1797,two_moons,9,CNRE,100,10.0,3
1798,two_moons,9,CNRE,100,100.0,2
1799,two_moons,9,CNRE,100,100.0,3
1800,two_moons,9,CNRE,150,0.001,2
1801,two_moons,9,CNRE,150,0.001,3
1802,two_moons,9,CNRE,150,0.01,2
1803,two_moons,9,CNRE,150,0.01,3
1804,two_moons,9,CNRE,150,0.1,2
1805,two_moons,9,CNRE,150,0.1,3
1806,two_moons,9,CNRE,150,1.0,2
1807,two_moons,9,CNRE,150,1.0,3
1808,two_moons,9,CNRE,150,10.0,2
1809,two_moons,9,CNRE,150,10.0,3
1810,two_moons,9,CNRE,150,100.0,2
1811,two_moons,9,CNRE,150,100.0,3
1812,two_moons,9,CNRE,200,0.001,2
1813,two_moons,9,CNRE,200,0.001,3
1814,two_moons,9,CNRE,200,0.01,2
1815,two_moons,9,CNRE,200,0.01,3
1816,two_moons,9,CNRE,200,0.1,2
1817,two_moons,9,CNRE,200,0.1,3
1818,two_moons,9,CNRE,200,1.0,2
1819,two_moons,9,CNRE,200,1.0,3
1820,two_moons,9,CNRE,200,10.0,2
1821,two_moons,9,CNRE,200,10.0,3
1822,two_moons,9,CNRE,200,100.0,2
1823,two_moons,9,CNRE,200,100.0,3
1824,two_moons,10,CNRE,2,0.001,2
1825,two_moons,10,CNRE,2,0.001,3
1826,two_moons,10,CNRE,2,0.01,2
1827,two_moons,10,CNRE,2,0.01,3
1828,two_moons,10,CNRE,2,0.1,2
1829,two_moons,10,CNRE,2,0.1,3
1830,two_moons,10,CNRE,2,1.0,2
1831,two_moons,10,CNRE,2,1.0,3
1832,two_moons,10,CNRE,2,10.0,2
1833,two_moons,10,CNRE,2,10.0,3
1834,two_moons,10,CNRE,2,100.0,2
1835,two_moons,10,CNRE,2,100.0,3
1836,two_moons,10,CNRE,10,0.001,2
1837,two_moons,10,CNRE,10,0.001,3
1838,two_moons,10,CNRE,10,0.01,2
1839,two_moons,10,CNRE,10,0.01,3
1840,two_moons,10,CNRE,10,0.1,2
1841,two_moons,10,CNRE,10,0.1,3
1842,two_moons,10,CNRE,10,1.0,2
1843,two_moons,10,CNRE,10,1.0,3
1844,two_moons,10,CNRE,10,10.0,2
1845,two_moons,10,CNRE,10,10.0,3
1846,two_moons,10,CNRE,10,100.0,2
1847,two_moons,10,CNRE,10,100.0,3
1848,two_moons,10,CNRE,25,0.001,2
1849,two_moons,10,CNRE,25,0.001,3
1850,two_moons,10,CNRE,25,0.01,2
1851,two_moons,10,CNRE,25,0.01,3
1852,two_moons,10,CNRE,25,0.1,2
1853,two_moons,10,CNRE,25,0.1,3
1854,two_moons,10,CNRE,25,1.0,2
1855,two_moons,10,CNRE,25,1.0,3
1856,two_moons,10,CNRE,25,10.0,2
1857,two_moons,10,CNRE,25,10.0,3
1858,two_moons,10,CNRE,25,100.0,2
1859,two_moons,10,CNRE,25,100.0,3
1860,two_moons,10,CNRE,50,0.001,2
1861,two_moons,10,CNRE,50,0.001,3
1862,two_moons,10,CNRE,50,0.01,2
1863,two_moons,10,CNRE,50,0.01,3
1864,two_moons,10,CNRE,50,0.1,2
1865,two_moons,10,CNRE,50,0.1,3
1866,two_moons,10,CNRE,50,1.0,2
1867,two_moons,10,CNRE,50,1.0,3
1868,two_moons,10,CNRE,50,10.0,2
1869,two_moons,10,CNRE,50,10.0,3
1870,two_moons,10,CNRE,50,100.0,2
1871,two_moons,10,CNRE,50,100.0,3
1872,two_moons,10,CNRE,75,0.001,2
1873,two_moons,10,CNRE,75,0.001,3
1874,two_moons,10,CNRE,75,0.01,2
1875,two_moons,10,CNRE,75,0.01,3
1876,two_moons,10,CNRE,75,0.1,2
1877,two_moons,10,CNRE,75,0.1,3
1878,two_moons,10,CNRE,75,1.0,2
1879,two_moons,10,CNRE,75,1.0,3
1880,two_moons,10,CNRE,75,10.0,2
1881,two_moons,10,CNRE,75,10.0,3
1882,two_moons,10,CNRE,75,100.0,2
1883,two_moons,10,CNRE,75,100.0,3
1884,two_moons,10,CNRE,100,0.001,2
1885,two_moons,10,CNRE,100,0.001,3
1886,two_moons,10,CNRE,100,0.01,2
1887,two_moons,10,CNRE,100,0.01,3
1888,two_moons,10,CNRE,100,0.1,2
1889,two_moons,10,CNRE,100,0.1,3
1890,two_moons,10,CNRE,100,1.0,2
1891,two_moons,10,CNRE,100,1.0,3
1892,two_moons,10,CNRE,100,10.0,2
1893,two_moons,10,CNRE,100,10.0,3
1894,two_moons,10,CNRE,100,100.0,2
1895,two_moons,10,CNRE,100,100.0,3
1896,two_moons,10,CNRE,150,0.001,2
1897,two_moons,10,CNRE,150,0.001,3
1898,two_moons,10,CNRE,150,0.01,2
1899,two_moons,10,CNRE,150,0.01,3
1900,two_moons,10,CNRE,150,0.1,2
1901,two_moons,10,CNRE,150,0.1,3
